product_id,style_id,color_id,product_name,composition,color,fit,price
1008110019,1008110,19,freefit®_slim_jeans,"shell: cotton 90%, elastomultiester 8%, spandex 2%",,slim_fit,49.99
1008549001,1008549,1,regular_jeans,"shell: cotton 98%, spandex 2%",,regular_fit,24.99
1008549002,1008549,2,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,24.99
1008549003,1008549,3,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,24.99
1008549004,1008549,4,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,24.99
1008549005,1008549,5,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,24.99
1008549006,1008549,6,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,24.99
1008549007,1008549,7,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,11.99
1008549008,1008549,8,regular_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,10.99
1013317001,1013317,1,hybrid_regular_tapered_joggers,"cotton 77%, polyester 21%, spandex 2%",,regular_fit,39.99
1013317002,1013317,2,hybrid_regular_tapered_joggers,"cotton 78%, polyester 21%, spandex 1%",,regular_fit,39.99
1013317003,1013317,3,hybrid_regular_tapered_joggers,"cotton 77%, polyester 21%, spandex 2%",,regular_fit,39.99
1013317004,1013317,4,hybrid_regular_tapered_joggers,"cotton 78%, polyester 21%, spandex 1%",,regular_fit,20.99
1013317005,1013317,5,hybrid_regular_tapered_joggers,"cotton 79%, polyester 19%, spandex 2%",,regular_fit,39.99
1013317006,1013317,6,hybrid_regular_tapered_joggers,"cotton 79%, polyester 20%, spandex 1%",,regular_fit,39.99
1013317008,1013317,8,hybrid_regular_tapered_joggers,"cotton 77%, polyester 21%, spandex 2%",,regular_fit,15.99
1013317010,1013317,10,hybrid_regular_tapered_joggers,"cotton 80%, polyester 19%, spandex 1%",,regular_fit,22.99
1013317012,1013317,12,hybrid_regular_tapered_joggers,"cotton 78%, polyester 21%, spandex 1%",,regular_fit,39.99
1018704001,1018704,1,relaxed_pull-on_jeans,shell: cotton 100%,,relaxed_fit,24.99
1018704002,1018704,2,relaxed_pull-on_jeans,shell: cotton 100%,,relaxed_fit,24.99
1018704003,1018704,3,relaxed_pull-on_jeans,shell: cotton 100%,,relaxed_fit,24.99
1024256001,1024256,1,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256002,1024256,2,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256003,1024256,3,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256004,1024256,4,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256005,1024256,5,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256006,1024256,6,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256007,1024256,7,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024256008,1024256,8,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,19.99
1024711001,1024711,1,slim_jeans,"shell: cotton 98%, spandex 2%",,slim_fit,29.99
1024711002,1024711,2,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,29.99
1024711004,1024711,4,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,8.99
1024711006,1024711,6,slim_jeans,"shell: cotton 98%, spandex 2%",,slim_fit,29.99
1024711008,1024711,8,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,29.99
1024711010,1024711,10,slim_jeans,"shell: cotton 99%, spandex 1%",,slim_fit,29.99
1025726002,1025726,2,relaxed_jeans,shell: cotton 100%,,relaxed_fit,11.99
1025726003,1025726,3,relaxed_jeans,shell: cotton 100%,,relaxed_fit,39.99
1027852002,1027852,2,relaxed_denim_joggers,shell: cotton 100%,,relaxed_fit,29.99
1027852006,1027852,6,relaxed_denim_joggers,shell: cotton 100%,,relaxed_fit,29.99
1027852007,1027852,7,relaxed_denim_joggers,shell: cotton 100%,,relaxed_fit,29.99
1027852009,1027852,9,relaxed_denim_joggers,shell: cotton 100%,,relaxed_fit,29.99
1044249001,1044249,1,loose_pull-on_jeans,"shell: rayon 50%, lyocell 50%",,loose_fit,44.99
1044249002,1044249,2,loose_pull-on_jeans,"shell: rayon 50%, lyocell 50%",,loose_fit,44.99
1051644001,1051644,1,loose_jeans,"shell: lyocell 55%, cotton 30%, rayon 15%",,loose_fit,44.99
1063141001,1063141,1,loose_jeans,"shell: lyocell 55%, cotton 30%, rayon 15%",,loose_fit,44.99
1071707001,1071707,1,relaxed_jeans,shell: cotton 100%,,relaxed_fit,29.99
1071707002,1071707,2,relaxed_jeans,shell: cotton 100%,,relaxed_fit,29.99
1071707003,1071707,3,relaxed_jeans,shell: cotton 100%,,relaxed_fit,29.99
1071707008,1071707,8,relaxed_jeans,shell: cotton 100%,,relaxed_fit,29.99
1071707010,1071707,10,relaxed_jeans,shell: cotton 100%,,relaxed_fit,29.99
1074475001,1074475,1,loose_jeans,shell: cotton 100%,,loose_fit,39.99
1074475002,1074475,2,loose_jeans,shell: cotton 100%,,loose_fit,39.99
1074475003,1074475,3,loose_jeans,shell: cotton 100%,,loose_fit,39.99
1096385001,1096385,1,loose_jeans,shell: cotton 100%,,loose_fit,29.99
1096385002,1096385,2,loose_jeans,shell: cotton 100%,,loose_fit,29.99
1099503001,1099503,1,baggy_jeans,shell: cotton 100%,,loose_fit,39.99
1099503002,1099503,2,baggy_jeans,shell: cotton 100%,,loose_fit,39.99
1099503003,1099503,3,baggy_jeans,shell: cotton 100%,,loose_fit,39.99
1100162002,1100162,2,essentials_no_2:_the_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,39.99
1100162003,1100162,3,essentials_no_2:_the_jeans,"shell: cotton 99%, spandex 1%",,regular_fit,39.99
1107750001,1107750,1,relaxed_worker_jeans,shell: cotton 100%,,relaxed_fit,44.99
1107750002,1107750,2,relaxed_worker_jeans,shell: cotton 100%,,relaxed_fit,44.99
1114023001,1114023,1,loose_jeans,shell: cotton 100%,,loose_fit,44.99
1114023003,1114023,3,loose_jeans,shell: cotton 100%,,loose_fit,44.99
